0.37,0.97,1.09,0.0,0.29,1.09,0.0,0.0,1,0,0,1,0.1
0.37,0.97,1.09,0.01,0.29,1.09,0.0,0.0,1,0,0,1,0.1
0.37,0.96,1.08,0.01,0.29,1.08,0.0,0.0,1,0,0,1,0.1
0.37,0.95,1.07,0.01,0.29,1.07,0.0,0.0,1,0,0,1,0.1
0.37,0.95,1.06,0.02,0.29,1.06,0.0,0.0,1,0,0,1,0.1
0.37,0.94,1.06,0.02,0.29,1.06,0.0,0.0,1,0,0,1,0.1
0.37,0.93,1.05,0.02,0.29,1.05,0.0,0.0,1,0,0,1,0.1
0.37,0.93,1.04,0.03,0.29,1.04,0.0,0.0,1,0,0,1,0.1
0.37,0.92,1.03,0.03,0.29,1.03,0.0,0.0,1,0,0,1,0.1
0.37,0.91,1.03,0.03,0.29,1.03,0.0,0.0,1,0,0,1,0.1
0.37,0.91,1.02,0.04,0.29,1.02,0.0,0.0,1,0,0,1,0.1
0.37,0.9,1.01,0.04,0.29,1.01,0.0,0.0,1,0,0,1,0.1
0.37,0.9,1.0,0.04,0.29,1.0,0.0,0.0,1,0,0,1,0.1
0.37,0.89,1.0,0.05,0.29,1.0,0.0,0.0,1,0,0,1,0.1
0.37,0.88,0.99,0.05,0.29,0.99,0.0,0.0,1,0,0,1,0.1
0.37,0.88,0.98,0.05,0.29,0.98,0.0,0.0,1,0,0,1,0.1
0.37,0.87,0.98,0.06,0.29,0.98,0.0,0.0,1,0,0,1,0.1
0.37,0.86,0.97,0.06,0.29,0.97,0.0,0.0,1,0,0,1,0.1
0.37,0.86,0.96,0.06,0.29,0.96,0.0,0.0,1,0,0,1,0.1
0.37,0.85,0.95,0.07,0.29,0.95,0.0,0.0,1,0,0,1,0.1
0.37,0.84,0.95,0.07,0.29,0.95,0.0,0.0,1,0,0,1,0.1
0.37,0.84,0.94,0.07,0.29,0.94,0.0,0.0,1,0,0,1,0.1
0.37,0.83,0.93,0.08,0.29,0.93,0.0,0.0,1,0,0,1,0.1
0.37,0.82,0.92,0.08,0.29,0.92,0.0,0.0,1,0,0,1,0.1
0.37,0.82,0.92,0.09,0.29,0.92,0.0,0.0,1,0,0,1,0.1
0.37,0.81,0.91,0.09,0.29,0.91,0.0,0.0,1,0,0,1,0.1
0.37,0.8,0.9,0.09,0.29,0.9,0.0,0.0,1,0,0,1,0.1
0.37,0.8,0.89,0.1,0.29,0.89,0.0,0.0,1,0,0,1,0.1
0.37,0.79,0.89,0.1,0.29,0.89,0.0,0.0,1,0,0,1,0.1
