0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,False,True,True,False,0.8
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,True,True,True,True,0.1
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,True,False,False,True,0.1
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,True,False,False,True,0.8
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,True,True,True,True,0.1
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,False,True,True,False,0.1
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,False,True,True,False,0.8
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,True,True,True,True,0.1
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,True,False,False,True,0.1
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,True,False,False,True,0.8
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,True,True,True,True,0.1
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,False,True,True,False,0.1
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,False,True,True,False,0.8
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,True,True,True,True,0.1
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,True,False,False,True,0.1
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,True,False,False,True,0.8
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,True,True,True,True,0.1
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,False,True,True,False,0.1
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,False,True,True,False,0.8
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,True,True,True,True,0.1
0.0,0.68,0.56,0.0,0.0,0.66,0,0.0,True,False,False,True,0.1
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,True,False,False,True,0.8
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,True,True,True,True,0.1
0.54,0.0,0.0,0.81,0.64,0.0,0.0,0,False,True,True,False,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,False,True,True,False,0.8
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,True,True,True,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,False,False,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,False,False,True,0.8
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,True,True,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,False,True,True,False,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,False,True,True,False,0.8
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,True,True,True,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,False,False,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,False,False,True,0.8
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,True,True,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,False,True,True,False,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,False,True,True,False,0.8
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,True,True,True,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,False,False,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,False,False,True,0.8
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,True,True,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,False,True,True,False,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,False,True,True,False,0.8
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,True,True,True,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,False,False,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,False,False,True,0.8
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,True,True,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,False,True,True,False,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,False,True,True,False,0.8
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,True,True,True,0.1
0.68,0.9,0.0,0.91,0.99,0.48,0,0,True,False,False,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,False,False,True,0.8
0.0,0.0,0.0,0.32,0.0,0.0,0,0,True,True,True,True,0.1
0.0,0.0,0.0,0.32,0.0,0.0,0,0,False,True,True,False,0.1
